2.2788096835310993e-15,0.0,9.737364522081656e-16,0.0,0.0,0.0,1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.137880171026026e-16,-1.2928287516105652e-15,0.0,-2.220777025987001e-15,-5.245910816854969e-16,1.3949862644179817e-15,1.406983251614146e-15,-1.8278307078645147e-15,0.0,0.0,0.0,2.212906829964176e-15,-1.2878378298708225e-15,-4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.3098983390930795e-15,2.091985719437676e-15,0.0,0.0,9.750547286095974e-16,0.0,1.5958845150679134e-15,-3.02613382285429e-17,0.0,2.0339217806091527e-15,0.0,0.0,1.6581617953696186e-15,0.0,-2.129931810265129e-15,-3.969364509192528e-16,-4.668763505592518e-16,-9.102468993088217e-17,9.17920891167367e-16,0.0,0.0,0.0,8.591122308394646e-16,0.0,0.0,0.0,0.0,-7.060454587465165e-16,5.344156312524227e-16,0.0,0.0,1.2862701785341506e-15,-6.69237682503893e-16,1.0542048188829637e-15,2.407362448471245e-15,0.0,-4.084301830519066e-18,0.0,2.2310003707680907e-15,0.0,0.0,1.1101062599639706e-15,-3.177722382461933e-15,0.0,0.0,0.0,-8.009518300595381e-16,-2.3008660091636558e-15,0.0,0.0,6.008977818064528e-16,-1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,-2.074053612031553e-16,-8.307951394205627e-16,0.0,1.7211510555445996e-15,0.0,1.1736305868700232e-15,0.0,0.0,0.0
-2.2788096835310993e-15,0.0,-9.737364522081656e-16,0.0,0.0,0.0,-1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026026e-16,1.2928287516105652e-15,0.0,2.220777025987001e-15,5.245910816854969e-16,-1.3949862644179817e-15,-1.406983251614146e-15,1.8278307078645147e-15,0.0,0.0,0.0,-2.212906829964176e-15,1.2878378298708225e-15,4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390930795e-15,-2.091985719437676e-15,0.0,0.0,-9.750547286095974e-16,0.0,-1.5958845150679134e-15,3.02613382285429e-17,0.0,-2.0339217806091527e-15,0.0,0.0,-1.6581617953696186e-15,0.0,2.129931810265129e-15,3.969364509192528e-16,4.668763505592518e-16,9.102468993088217e-17,-9.17920891167367e-16,0.0,0.0,0.0,-8.591122308394646e-16,0.0,0.0,0.0,0.0,7.060454587465165e-16,-5.344156312524227e-16,0.0,0.0,-1.2862701785341506e-15,6.69237682503893e-16,-1.0542048188829637e-15,-2.407362448471245e-15,0.0,4.084301830519066e-18,0.0,-2.2310003707680907e-15,0.0,0.0,-1.1101062599639706e-15,3.177722382461933e-15,0.0,0.0,0.0,8.009518300595381e-16,2.3008660091636558e-15,0.0,0.0,-6.008977818064528e-16,1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.074053612031553e-16,8.307951394205627e-16,0.0,-1.7211510555445996e-15,0.0,-1.1736305868700232e-15,0.0,0.0,0.0
-2.2788096835310993e-15,0.0,-9.737364522081656e-16,0.0,0.0,0.0,-1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026026e-16,1.2928287516105652e-15,0.0,2.220777025987001e-15,5.245910816854969e-16,-1.3949862644179817e-15,-1.406983251614146e-15,1.8278307078645147e-15,0.0,0.0,0.0,-2.212906829964176e-15,1.2878378298708225e-15,4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390930795e-15,-2.091985719437676e-15,0.0,0.0,-9.750547286095974e-16,0.0,-1.5958845150679134e-15,3.02613382285429e-17,0.0,-2.0339217806091527e-15,0.0,0.0,-1.6581617953696186e-15,0.0,2.129931810265129e-15,3.969364509192528e-16,4.668763505592518e-16,9.102468993088217e-17,-9.17920891167367e-16,0.0,0.0,0.0,-8.591122308394646e-16,0.0,0.0,0.0,0.0,7.060454587465165e-16,-5.344156312524227e-16,0.0,0.0,-1.2862701785341506e-15,6.69237682503893e-16,-1.0542048188829637e-15,-2.407362448471245e-15,0.0,4.084301830519066e-18,0.0,-2.2310003707680907e-15,0.0,0.0,-1.1101062599639706e-15,3.177722382461933e-15,0.0,0.0,0.0,8.009518300595381e-16,2.3008660091636558e-15,0.0,0.0,-6.008977818064528e-16,1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.074053612031553e-16,8.307951394205627e-16,0.0,-1.7211510555445996e-15,0.0,-1.1736305868700232e-15,0.0,0.0,0.0
-2.2788096835310993e-15,0.0,-9.737364522081656e-16,0.0,0.0,0.0,-1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026026e-16,1.2928287516105652e-15,0.0,2.220777025987001e-15,5.245910816854969e-16,-1.3949862644179817e-15,-1.406983251614146e-15,1.8278307078645147e-15,0.0,0.0,0.0,-2.212906829964176e-15,1.2878378298708225e-15,4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390930795e-15,-2.091985719437676e-15,0.0,0.0,-9.750547286095974e-16,0.0,-1.5958845150679134e-15,3.02613382285429e-17,0.0,-2.0339217806091527e-15,0.0,0.0,-1.6581617953696186e-15,0.0,2.129931810265129e-15,3.969364509192528e-16,4.668763505592518e-16,9.102468993088217e-17,-9.17920891167367e-16,0.0,0.0,0.0,-8.591122308394646e-16,0.0,0.0,0.0,0.0,7.060454587465165e-16,-5.344156312524227e-16,0.0,0.0,-1.2862701785341506e-15,6.69237682503893e-16,-1.0542048188829637e-15,-2.407362448471245e-15,0.0,4.084301830519066e-18,0.0,-2.2310003707680907e-15,0.0,0.0,-1.1101062599639706e-15,3.177722382461933e-15,0.0,0.0,0.0,8.009518300595381e-16,2.3008660091636558e-15,0.0,0.0,-6.008977818064528e-16,1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.074053612031553e-16,8.307951394205627e-16,0.0,-1.7211510555445996e-15,0.0,-1.1736305868700232e-15,0.0,0.0,0.0
2.2788096835310993e-15,0.0,9.737364522081656e-16,0.0,0.0,0.0,1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.137880171026026e-16,-1.2928287516105652e-15,0.0,-2.220777025987001e-15,-5.245910816854969e-16,1.3949862644179817e-15,1.406983251614146e-15,-1.8278307078645147e-15,0.0,0.0,0.0,2.212906829964176e-15,-1.2878378298708225e-15,-4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.3098983390930795e-15,2.091985719437676e-15,0.0,0.0,9.750547286095974e-16,0.0,1.5958845150679134e-15,-3.02613382285429e-17,0.0,2.0339217806091527e-15,0.0,0.0,1.6581617953696186e-15,0.0,-2.129931810265129e-15,-3.969364509192528e-16,-4.668763505592518e-16,-9.102468993088217e-17,9.17920891167367e-16,0.0,0.0,0.0,8.591122308394646e-16,0.0,0.0,0.0,0.0,-7.060454587465165e-16,5.344156312524227e-16,0.0,0.0,1.2862701785341506e-15,-6.69237682503893e-16,1.0542048188829637e-15,2.407362448471245e-15,0.0,-4.084301830519066e-18,0.0,2.2310003707680907e-15,0.0,0.0,1.1101062599639706e-15,-3.177722382461933e-15,0.0,0.0,0.0,-8.009518300595381e-16,-2.3008660091636558e-15,0.0,0.0,6.008977818064528e-16,-1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,-2.074053612031553e-16,-8.307951394205627e-16,0.0,1.7211510555445996e-15,0.0,1.1736305868700232e-15,0.0,0.0,0.0
2.2788096835310993e-15,0.0,9.737364522081656e-16,0.0,0.0,0.0,1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.137880171026026e-16,-1.2928287516105652e-15,0.0,-2.220777025987001e-15,-5.245910816854969e-16,1.3949862644179817e-15,1.406983251614146e-15,-1.8278307078645147e-15,0.0,0.0,0.0,2.212906829964176e-15,-1.2878378298708225e-15,-4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.3098983390930795e-15,2.091985719437676e-15,0.0,0.0,9.750547286095974e-16,0.0,1.5958845150679134e-15,-3.02613382285429e-17,0.0,2.0339217806091527e-15,0.0,0.0,1.6581617953696186e-15,0.0,-2.129931810265129e-15,-3.969364509192528e-16,-4.668763505592518e-16,-9.102468993088217e-17,9.17920891167367e-16,0.0,0.0,0.0,8.591122308394646e-16,0.0,0.0,0.0,0.0,-7.060454587465165e-16,5.344156312524227e-16,0.0,0.0,1.2862701785341506e-15,-6.69237682503893e-16,1.0542048188829637e-15,2.407362448471245e-15,0.0,-4.084301830519066e-18,0.0,2.2310003707680907e-15,0.0,0.0,1.1101062599639706e-15,-3.177722382461933e-15,0.0,0.0,0.0,-8.009518300595381e-16,-2.3008660091636558e-15,0.0,0.0,6.008977818064528e-16,-1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,-2.074053612031553e-16,-8.307951394205627e-16,0.0,1.7211510555445996e-15,0.0,1.1736305868700232e-15,0.0,0.0,0.0
-2.2788096835310993e-15,0.0,-9.737364522081656e-16,0.0,0.0,0.0,-1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026026e-16,1.2928287516105652e-15,0.0,2.220777025987001e-15,5.245910816854969e-16,-1.3949862644179817e-15,-1.406983251614146e-15,1.8278307078645147e-15,0.0,0.0,0.0,-2.212906829964176e-15,1.2878378298708225e-15,4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390930795e-15,-2.091985719437676e-15,0.0,0.0,-9.750547286095974e-16,0.0,-1.5958845150679134e-15,3.02613382285429e-17,0.0,-2.0339217806091527e-15,0.0,0.0,-1.6581617953696186e-15,0.0,2.129931810265129e-15,3.969364509192528e-16,4.668763505592518e-16,9.102468993088217e-17,-9.17920891167367e-16,0.0,0.0,0.0,-8.591122308394646e-16,0.0,0.0,0.0,0.0,7.060454587465165e-16,-5.344156312524227e-16,0.0,0.0,-1.2862701785341506e-15,6.69237682503893e-16,-1.0542048188829637e-15,-2.407362448471245e-15,0.0,4.084301830519066e-18,0.0,-2.2310003707680907e-15,0.0,0.0,-1.1101062599639706e-15,3.177722382461933e-15,0.0,0.0,0.0,8.009518300595381e-16,2.3008660091636558e-15,0.0,0.0,-6.008977818064528e-16,1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.074053612031553e-16,8.307951394205627e-16,0.0,-1.7211510555445996e-15,0.0,-1.1736305868700232e-15,0.0,0.0,0.0
2.2788096835310993e-15,0.0,9.737364522081656e-16,0.0,0.0,0.0,1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.137880171026026e-16,-1.2928287516105652e-15,0.0,-2.220777025987001e-15,-5.245910816854969e-16,1.3949862644179817e-15,1.406983251614146e-15,-1.8278307078645147e-15,0.0,0.0,0.0,2.212906829964176e-15,-1.2878378298708225e-15,-4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.3098983390930795e-15,2.091985719437676e-15,0.0,0.0,9.750547286095974e-16,0.0,1.5958845150679134e-15,-3.02613382285429e-17,0.0,2.0339217806091527e-15,0.0,0.0,1.6581617953696186e-15,0.0,-2.129931810265129e-15,-3.969364509192528e-16,-4.668763505592518e-16,-9.102468993088217e-17,9.17920891167367e-16,0.0,0.0,0.0,8.591122308394646e-16,0.0,0.0,0.0,0.0,-7.060454587465165e-16,5.344156312524227e-16,0.0,0.0,1.2862701785341506e-15,-6.69237682503893e-16,1.0542048188829637e-15,2.407362448471245e-15,0.0,-4.084301830519066e-18,0.0,2.2310003707680907e-15,0.0,0.0,1.1101062599639706e-15,-3.177722382461933e-15,0.0,0.0,0.0,-8.009518300595381e-16,-2.3008660091636558e-15,0.0,0.0,6.008977818064528e-16,-1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,-2.074053612031553e-16,-8.307951394205627e-16,0.0,1.7211510555445996e-15,0.0,1.1736305868700232e-15,0.0,0.0,0.0
-2.2788096835310993e-15,0.0,-9.737364522081656e-16,0.0,0.0,0.0,-1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026026e-16,1.2928287516105652e-15,0.0,2.220777025987001e-15,5.245910816854969e-16,-1.3949862644179817e-15,-1.406983251614146e-15,1.8278307078645147e-15,0.0,0.0,0.0,-2.212906829964176e-15,1.2878378298708225e-15,4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390930795e-15,-2.091985719437676e-15,0.0,0.0,-9.750547286095974e-16,0.0,-1.5958845150679134e-15,3.02613382285429e-17,0.0,-2.0339217806091527e-15,0.0,0.0,-1.6581617953696186e-15,0.0,2.129931810265129e-15,3.969364509192528e-16,4.668763505592518e-16,9.102468993088217e-17,-9.17920891167367e-16,0.0,0.0,0.0,-8.591122308394646e-16,0.0,0.0,0.0,0.0,7.060454587465165e-16,-5.344156312524227e-16,0.0,0.0,-1.2862701785341506e-15,6.69237682503893e-16,-1.0542048188829637e-15,-2.407362448471245e-15,0.0,4.084301830519066e-18,0.0,-2.2310003707680907e-15,0.0,0.0,-1.1101062599639706e-15,3.177722382461933e-15,0.0,0.0,0.0,8.009518300595381e-16,2.3008660091636558e-15,0.0,0.0,-6.008977818064528e-16,1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.074053612031553e-16,8.307951394205627e-16,0.0,-1.7211510555445996e-15,0.0,-1.1736305868700232e-15,0.0,0.0,0.0
-2.2788096835310993e-15,0.0,-9.737364522081656e-16,0.0,0.0,0.0,-1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026026e-16,1.2928287516105652e-15,0.0,2.220777025987001e-15,5.245910816854969e-16,-1.3949862644179817e-15,-1.406983251614146e-15,1.8278307078645147e-15,0.0,0.0,0.0,-2.212906829964176e-15,1.2878378298708225e-15,4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390930795e-15,-2.091985719437676e-15,0.0,0.0,-9.750547286095974e-16,0.0,-1.5958845150679134e-15,3.02613382285429e-17,0.0,-2.0339217806091527e-15,0.0,0.0,-1.6581617953696186e-15,0.0,2.129931810265129e-15,3.969364509192528e-16,4.668763505592518e-16,9.102468993088217e-17,-9.17920891167367e-16,0.0,0.0,0.0,-8.591122308394646e-16,0.0,0.0,0.0,0.0,7.060454587465165e-16,-5.344156312524227e-16,0.0,0.0,-1.2862701785341506e-15,6.69237682503893e-16,-1.0542048188829637e-15,-2.407362448471245e-15,0.0,4.084301830519066e-18,0.0,-2.2310003707680907e-15,0.0,0.0,-1.1101062599639706e-15,3.177722382461933e-15,0.0,0.0,0.0,8.009518300595381e-16,2.3008660091636558e-15,0.0,0.0,-6.008977818064528e-16,1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.074053612031553e-16,8.307951394205627e-16,0.0,-1.7211510555445996e-15,0.0,-1.1736305868700232e-15,0.0,0.0,0.0
2.2788096835310993e-15,0.0,9.737364522081656e-16,0.0,0.0,0.0,1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.137880171026026e-16,-1.2928287516105652e-15,0.0,-2.220777025987001e-15,-5.245910816854969e-16,1.3949862644179817e-15,1.406983251614146e-15,-1.8278307078645147e-15,0.0,0.0,0.0,2.212906829964176e-15,-1.2878378298708225e-15,-4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.3098983390930795e-15,2.091985719437676e-15,0.0,0.0,9.750547286095974e-16,0.0,1.5958845150679134e-15,-3.02613382285429e-17,0.0,2.0339217806091527e-15,0.0,0.0,1.6581617953696186e-15,0.0,-2.129931810265129e-15,-3.969364509192528e-16,-4.668763505592518e-16,-9.102468993088217e-17,9.17920891167367e-16,0.0,0.0,0.0,8.591122308394646e-16,0.0,0.0,0.0,0.0,-7.060454587465165e-16,5.344156312524227e-16,0.0,0.0,1.2862701785341506e-15,-6.69237682503893e-16,1.0542048188829637e-15,2.407362448471245e-15,0.0,-4.084301830519066e-18,0.0,2.2310003707680907e-15,0.0,0.0,1.1101062599639706e-15,-3.177722382461933e-15,0.0,0.0,0.0,-8.009518300595381e-16,-2.3008660091636558e-15,0.0,0.0,6.008977818064528e-16,-1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,-2.074053612031553e-16,-8.307951394205627e-16,0.0,1.7211510555445996e-15,0.0,1.1736305868700232e-15,0.0,0.0,0.0
2.2788096835310993e-15,0.0,9.737364522081656e-16,0.0,0.0,0.0,1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.137880171026026e-16,-1.2928287516105652e-15,0.0,-2.220777025987001e-15,-5.245910816854969e-16,1.3949862644179817e-15,1.406983251614146e-15,-1.8278307078645147e-15,0.0,0.0,0.0,2.212906829964176e-15,-1.2878378298708225e-15,-4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.3098983390930795e-15,2.091985719437676e-15,0.0,0.0,9.750547286095974e-16,0.0,1.5958845150679134e-15,-3.02613382285429e-17,0.0,2.0339217806091527e-15,0.0,0.0,1.6581617953696186e-15,0.0,-2.129931810265129e-15,-3.969364509192528e-16,-4.668763505592518e-16,-9.102468993088217e-17,9.17920891167367e-16,0.0,0.0,0.0,8.591122308394646e-16,0.0,0.0,0.0,0.0,-7.060454587465165e-16,5.344156312524227e-16,0.0,0.0,1.2862701785341506e-15,-6.69237682503893e-16,1.0542048188829637e-15,2.407362448471245e-15,0.0,-4.084301830519066e-18,0.0,2.2310003707680907e-15,0.0,0.0,1.1101062599639706e-15,-3.177722382461933e-15,0.0,0.0,0.0,-8.009518300595381e-16,-2.3008660091636558e-15,0.0,0.0,6.008977818064528e-16,-1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,-2.074053612031553e-16,-8.307951394205627e-16,0.0,1.7211510555445996e-15,0.0,1.1736305868700232e-15,0.0,0.0,0.0
-2.2788096835310993e-15,0.0,-9.737364522081656e-16,0.0,0.0,0.0,-1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026026e-16,1.2928287516105652e-15,0.0,2.220777025987001e-15,5.245910816854969e-16,-1.3949862644179817e-15,-1.406983251614146e-15,1.8278307078645147e-15,0.0,0.0,0.0,-2.212906829964176e-15,1.2878378298708225e-15,4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390930795e-15,-2.091985719437676e-15,0.0,0.0,-9.750547286095974e-16,0.0,-1.5958845150679134e-15,3.02613382285429e-17,0.0,-2.0339217806091527e-15,0.0,0.0,-1.6581617953696186e-15,0.0,2.129931810265129e-15,3.969364509192528e-16,4.668763505592518e-16,9.102468993088217e-17,-9.17920891167367e-16,0.0,0.0,0.0,-8.591122308394646e-16,0.0,0.0,0.0,0.0,7.060454587465165e-16,-5.344156312524227e-16,0.0,0.0,-1.2862701785341506e-15,6.69237682503893e-16,-1.0542048188829637e-15,-2.407362448471245e-15,0.0,4.084301830519066e-18,0.0,-2.2310003707680907e-15,0.0,0.0,-1.1101062599639706e-15,3.177722382461933e-15,0.0,0.0,0.0,8.009518300595381e-16,2.3008660091636558e-15,0.0,0.0,-6.008977818064528e-16,1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.074053612031553e-16,8.307951394205627e-16,0.0,-1.7211510555445996e-15,0.0,-1.1736305868700232e-15,0.0,0.0,0.0
-2.2788096835310993e-15,0.0,-9.737364522081656e-16,0.0,0.0,0.0,-1.908962652134717e-15,0.0,0.0,0.0,0.0,0.0,0.0,-5.137880171026026e-16,1.2928287516105652e-15,0.0,2.220777025987001e-15,5.245910816854969e-16,-1.3949862644179817e-15,-1.406983251614146e-15,1.8278307078645147e-15,0.0,0.0,0.0,-2.212906829964176e-15,1.2878378298708225e-15,4.814342326527872e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.3098983390930795e-15,-2.091985719437676e-15,0.0,0.0,-9.750547286095974e-16,0.0,-1.5958845150679134e-15,3.02613382285429e-17,0.0,-2.0339217806091527e-15,0.0,0.0,-1.6581617953696186e-15,0.0,2.129931810265129e-15,3.969364509192528e-16,4.668763505592518e-16,9.102468993088217e-17,-9.17920891167367e-16,0.0,0.0,0.0,-8.591122308394646e-16,0.0,0.0,0.0,0.0,7.060454587465165e-16,-5.344156312524227e-16,0.0,0.0,-1.2862701785341506e-15,6.69237682503893e-16,-1.0542048188829637e-15,-2.407362448471245e-15,0.0,4.084301830519066e-18,0.0,-2.2310003707680907e-15,0.0,0.0,-1.1101062599639706e-15,3.177722382461933e-15,0.0,0.0,0.0,8.009518300595381e-16,2.3008660091636558e-15,0.0,0.0,-6.008977818064528e-16,1.7583740402785348e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.074053612031553e-16,8.307951394205627e-16,0.0,-1.7211510555445996e-15,0.0,-1.1736305868700232e-15,0.0,0.0,0.0
